493.1330886	293.0627933
484.4639745	293.1700559
478.4351796	295.1624581
469.8056504	297.1870391
462.0628252	300.1595531
454.3397925	304.0907263
446.6365523	308.9805587
439.820016	314.818324
431.3290343	323.5535196
424.552083	331.3086034
420.3758659	339.0315084
416.2194413	347.7130726
412.0234318	354.4773184
409.60083	363.1374302
407.0990583	367.962905
404.7556265	380.4576536
403.2197287	390.0656983
401.6442458	397.7564246
401.0148444	409.2710615
401.1929769	417.8989944
400.5635754	429.4136313
399.9143815	439.9696089
400.052929	446.6802235
400.211269	454.3494972
401.2761053	463.9253631
405.020846	477.3036872
408.6666241	485.8887151
412.2926097	493.5150838
415.9581804	503.0587709
421.2981963	509.7050279
429.258739	517.2777654
438.0466081	522.9224581
444.2139505	527.6406704
451.2086193	530.430838
459.0701995	533.2102793
466.8921947	534.0724022
478.1818356	534.8916201
485.9444533	532.8777654
494.6135674	532.7705028
501.4894812	529.8087151
510.1190104	527.7841341
519.5758659	523.8315084
529.0327215	519.8788827
535.9284278	517.8757542
543.592083	511.0686034
551.2953232	506.1787709
558.939186	498.4129609
567.4697526	491.5950838
573.4193775	485.7680447
581.1028252	479.9195531
585.2988348	473.1553073
592.88332	462.5135196
597.946241	455.7385475
602.0828731	446.098324
607.1457941	439.323352
609.5486034	429.704581
611.1042937	421.0551955
615.3003033	414.2909497
616.7570311	400.8482682
616.4997287	388.3856983
615.4150998	377.8511732
613.483352	368.2860335
608.064166	357.8051397
604.3985954	348.2614525
598.112498	337.7912849
589.2850439	330.2292737
583.0385315	321.6764246
574.2110774	314.1144134
564.5562969	308.4804469
558.3889545	303.7622346
547.9464326	301.9736313
538.291652	296.3396648
529.5433679	292.6122905
517.4066081	292.7624581
509.6044054	292.8589944
501.7824102	291.9968715
